ID,MessageName,Message
CA2235,Default,"Field {0} is a member of type {1}, which is serializable, but is of type {2}, which is not serializable. Add the NonSerializedAttribute to {0}."
CA2236,Default,Method {0} should be modified to call its base class implementation.
CA2237,Default,Add [Serializable] to {0} as this type implements ISerializable.
CA2238,Visibility,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change its accessibility to private."
CA2238,ReturnType,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change its return type from {1} to void (Sub in Visual Basic)."
CA2238,Parameters,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change its signature so that it takes a single parameter of type 'System.Runtime.Serialization.StreamingContext'."
CA2238,Generic,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change its signature so that it is no longer generic."
CA2238,Static,"Because {0} is marked with OnSerializing, OnSerialized, OnDeserializing, or OnDeserialized, change it from static (Shared in Visual Basic) to an instance method."
CA2239,OnDeserialized,Add a 'private void OnDeserialized(StreamingContext)' method to type {0} and attribute it with the System.Runtime.Serialization.OnDeserializedAttribute.
CA2239,OnDeserializing,Add a 'private void OnDeserializing(StreamingContext)' method to type {0} and attribute it with the System.Runtime.Serialization.OnDeserializingAttribute.
CA2240,Default,Add an implementation of GetObjectData to type {0}.
CA2240,MakeVisible,Increase the accessibility of {0}.GetObjectData so that it is visible to derived types.
CA2240,MakeOverridable,Make {0}.GetObjectData virtual and overridable.
CA2242,Default,"Because direct comparisons to 'Single.NaN' or 'Double.NaN' will always return true for inequality and false for all other comparisons, replace the comparison in {0} with a call to 'Single.IsNaN' or 'Double.IsNaN'."
CA2243,Default,"In the constructor of {0}, change the value of argument {1}, which is currently ""{2}"", to something that can be correctly parsed as {3}."
CA2243,Empty,"In the constructor of {0}, change the value of argument {1}, which is currently an empty string (""""), to something that can be correctly parsed as {2}."
CA1816,NotCalledWithFinalizer,Change {0} to call {1}. This will prevent unnecessary finalization of the object once it has been disposed and it has fallen out of scope.
CA1816,NotCalled,Change {0} to call {1}. This will prevent derived types that introduce a finalizer from needing to re-implement 'IDisposable' to call it.
CA1816,NotPassedThis,{0} calls {1} on something other than itself. Change the call site to pass 'this' ('Me' in Visual Basic) instead.
CA1816,OutsideDispose,"{0} calls {1}, a method that is typically only called within an implementation of 'IDisposable.Dispose'. Refer to the IDisposable pattern for more information."
